X,Y,Z,S
0.0,3.0,29.0,0.0001454251178074628
0.0,3.0,30.0,8.868745499057695e-05
0.0,3.0,31.0,4.937727135256864e-05
0.0,4.0,0.0,7.934348832350224e-05
0.0,4.0,1.0,0.0001357832079520449
0.0,4.0,2.0,0.00021724448015447706
0.0,4.0,3.0,0.00033075586543418467
0.0,4.0,4.0,0.00048333388986065984
0.0,4.0,5.0,0.0006809673504903913
0.0,4.0,6.0,0.0009273263858631253
0.0,4.0,7.0,0.0012223480734974146
0.0,4.0,8.0,0.0015609480906277895
0.0,4.0,9.0,0.0019321613945066929
0.0,4.0,10.0,0.0023190162610262632
0.0,4.0,11.0,0.0026993651408702135
0.0,4.0,12.0,0.003047724487259984
0.0,4.0,13.0,0.003337986534461379
0.0,4.0,14.0,0.003546599531546235
0.0,4.0,15.0,0.0036557181738317013
0.0,4.0,16.0,0.0036557181738317013
0.0,4.0,17.0,0.003546599531546235
0.0,4.0,18.0,0.003337986534461379
0.0,4.0,19.0,0.003047724487259984
0.0,4.0,20.0,0.0026993651408702135
0.0,4.0,21.0,0.0023190162610262632
0.0,4.0,22.0,0.0019321613945066929
0.0,4.0,23.0,0.0015609480906277895
0.0,4.0,24.0,0.0012223480734974146
0.0,4.0,25.0,0.0009273263858631253
0.0,4.0,26.0,0.0006809673504903913
0.0,4.0,27.0,0.00048333388986065984
0.0,4.0,28.0,0.00033075586543418467
0.0,4.0,29.0,0.00021724448015447706
0.0,4.0,30.0,0.0001357832079520449
0.0,4.0,31.0,7.934348832350224e-05
0.0,5.0,0.0,0.00011815872130682692
0.0,5.0,1.0,0.00019678632088471204
0.0,5.0,2.0,0.0003102721238974482
0.0,5.0,3.0,0.0004684074083343148
0.0,5.0,4.0,0.0006809673504903913
0.0,5.0,5.0,0.0009562956402078271
0.0,5.0,6.0,0.0012995044235140085
0.0,5.0,7.0,0.0017105063889175653
0.0,5.0,8.0,0.002182218711823225
0.0,5.0,9.0,0.0026993651408702135
0.0,5.0,10.0,0.003238301957026124
0.0,5.0,11.0,0.0037681732792407274
0.0,5.0,12.0,0.00425348337739706
0.0,5.0,13.0,0.004657854791730642
0.0,5.0,14.0,0.004948476329445839
0.0,5.0,15.0,0.00510049145668745
0.0,5.0,16.0,0.00510049145668745
0.0,5.0,17.0,0.004948476329445839
0.0,5.0,18.0,0.004657854791730642
0.0,5.0,19.0,0.00425348337739706
0.0,5.0,20.0,0.0037681732792407274
0.0,5.0,21.0,0.003238301957026124
0.0,5.0,22.0,0.0026993651408702135
0.0,5.0,23.0,0.002182218711823225
0.0,5.0,24.0,0.0017105063889175653
0.0,5.0,25.0,0.0012995044235140085
0.0,5.0,26.0,0.0009562956402078271
0.0,5.0,27.0,0.0006809673504903913
0.0,5.0,28.0,0.0004684074083343148
0.0,5.0,29.0,0.0003102721238974482
0.0,5.0,30.0,0.00019678632088471204
0.0,5.0,31.0,0.00011815872130682692
0.0,6.0,0.0,0.00016654345381539315
0.0,6.0,1.0,0.00027282920200377703
0.0,6.0,2.0,0.0004262347356416285
0.0,6.0,3.0,0.0006399960839189589
0.0,6.0,4.0,0.0009273263858631253
0.0,6.0,5.0,0.0012995044235140085
0.0,6.0,6.0,0.001763440784998238
0.0,6.0,7.0,0.0023190162610262632
0.0,6.0,8.0,0.002956658136099577
0.0,6.0,9.0,0.0036557181738317013
0.0,6.0,10.0,0.004384231753647327
0.0,6.0,11.0,0.00510049145668745
0.0,6.0,12.0,0.005756514612585306
0.0,6.0,13.0,0.006303125061094761
0.0,6.0,14.0,0.0066959792748093605
0.0,6.0,15.0,0.006901467684656382
0.0,6.0,16.0,0.006901467684656382
0.0,6.0,17.0,0.0066959792748093605
0.0,6.0,18.0,0.006303125061094761
0.0,6.0,19.0,0.005756514612585306
0.0,6.0,20.0,0.00510049145668745
0.0,6.0,21.0,0.004384231753647327
0.0,6.0,22.0,0.0036557181738317013
0.0,6.0,23.0,0.002956658136099577
0.0,6.0,24.0,0.0023190162610262632
0.0,6.0,25.0,0.001763440784998238
0.0,6.0,26.0,0.0012995044235140085
0.0,6.0,27.0,0.0009273263858631253
0.0,6.0,28.0,0.0006399960839189589
0.0,6.0,29.0,0.0004262347356416285
0.0,6.0,30.0,0.00027282920200377703
0.0,6.0,31.0,0.00016654345381539315
0.0,7.0,0.0,0.00022448548406828195
0.0,7.0,1.0,0.0003638926718849689
0.0,7.0,2.0,0.0005651033716276288
0.0,7.0,3.0,0.0008454782655462623
0.0,7.0,4.0,0.0012223480734974146
0.0,7.0,5.0,0.0017105063889175653
0.0,7.0,6.0,0.0023190162610262632
0.0,7.0,7.0,0.003047724487259984
0.0,7.0,8.0,0.0038840719498693943
0.0,7.0,9.0,0.004800974391400814
0.0,7.0,10.0,0.005756514612585306
0.0,7.0,11.0,0.0066959792748093605
0.0,7.0,12.0,0.007556435652077198
0.0,7.0,13.0,0.008273383602499962
0.0,7.0,14.0,0.00878866109997034
0.0,7.0,15.0,0.00905818585306406
0.0,7.0,16.0,0.00905818585306406
0.0,7.0,17.0,0.00878866109997034
0.0,7.0,18.0,0.008273383602499962
0.0,7.0,19.0,0.007556435652077198
0.0,7.0,20.0,0.0066959792748093605
0.0,7.0,21.0,0.005756514612585306
0.0,7.0,22.0,0.004800974391400814
0.0,7.0,23.0,0.0038840719498693943
0.0,7.0,24.0,0.003047724487259984
0.0,7.0,25.0,0.0023190162610262632
0.0,7.0,26.0,0.0017105063889175653
0.0,7.0,27.0,0.0012223480734974146
0.0,7.0,28.0,0.0008454782655462623
0.0,7.0,29.0,0.0005651033716276288
0.0,7.0,30.0,0.0003638926718849689
0.0,7.0,31.0,0.00022448548406828195
0.0,8.0,0.0,0.00029098655795678496
0.0,8.0,1.0,0.0004684074083343148
0.0,8.0,2.0,0.0007244846783578396
0.0,8.0,3.0,0.0010813126573339105
0.0,8.0,4.0,0.0015609480906277895
0.0,8.0,5.0,0.002182218711823225
0.0,8.0,6.0,0.002956658136099577
0.0,8.0,7.0,0.0038840719498693943
0.0,8.0,8.0,0.004948476329445839
0.0,8.0,9.0,0.006115402095019817
0.0,8.0,10.0,0.007331500295549631
0.0,8.0,11.0,0.008527140133082867
0.0,8.0,12.0,0.009622227400541306
0.0,8.0,13.0,0.010534674860537052
0.0,8.0,14.0,0.011190460063517094
0.0,8.0,15.0,0.01153347734361887
0.0,8.0,16.0,0.01153347734361887
0.0,8.0,17.0,0.011190460063517094
0.0,8.0,18.0,0.010534674860537052
0.0,8.0,19.0,0.009622227400541306
0.0,8.0,20.0,0.008527140133082867
0.0,8.0,21.0,0.007331500295549631
0.0,8.0,22.0,0.006115402095019817
0.0,8.0,23.0,0.004948476329445839
0.0,8.0,24.0,0.0038840719498693943
0.0,8.0,25.0,0.002956658136099577
0.0,8.0,26.0,0.002182218711823225
0.0,8.0,27.0,0.0015609480906277895
0.0,8.0,28.0,0.0010813126573339105
0.0,8.0,29.0,0.0007244846783578396
0.0,8.0,30.0,0.0004684074083343148
0.0,8.0,31.0,0.00029098655795678496
0.0,9.0,0.0,0.0003638926718849689
0.0,9.0,1.0,0.000582988781388849
0.0,9.0,2.0,0.000899217207916081
0.0,9.0,3.0,0.0013398622395470738
0.0,9.0,4.0,0.0019321613945066929
0.0,9.0,5.0,0.0026993651408702135
0.0,9.0,6.0,0.0036557181738317013
0.0,9.0,7.0,0.004800974391400814
0.0,9.0,8.0,0.006115402095019817
0.0,9.0,9.0,0.007556435652077198
0.0,9.0,10.0,0.00905818585306406
0.0,9.0,11.0,0.010534674860537052
0.0,9.0,12.0,0.011886992491781712
0.0,9.0,13.0,0.013013768941164017
0.0,9.0,14.0,0.013823593966662884
0.0,9.0,15.0,0.014247184619307518
0.0,9.0,16.0,0.014247184619307518
0.0,9.0,17.0,0.013823593966662884
0.0,9.0,18.0,0.013013768941164017
0.0,9.0,19.0,0.011886992491781712
0.0,9.0,20.0,0.010534674860537052
0.0,9.0,21.0,0.00905818585306406
0.0,9.0,22.0,0.007556435652077198
0.0,9.0,23.0,0.006115402095019817
0.0,9.0,24.0,0.004800974391400814
0.0,9.0,25.0,0.0036557181738317013
0.0,9.0,26.0,0.0026993651408702135
0.0,9.0,27.0,0.0019321613945066929
0.0,9.0,28.0,0.0013398622395470738
0.0,9.0,29.0,0.000899217207916081
0.0,9.0,30.0,0.000582988781388849
0.0,9.0,31.0,0.0003638926718849689
0.0,10.0,0.0,0.0004398707824293524
0.0,10.0,1.0,0.0007023981306701899
0.0,10.0,2.0,0.0010813126573339105
0.0,10.0,3.0,0.0016093060839921236
0.0,10.0,4.0,0.0023190162610262632
0.0,10.0,5.0,0.003238301957026124
0.0,10.0,6.0,0.004384231753647327
0.0,10.0,7.0,0.005756514612585306
0.0,10.0,8.0,0.007331500295549631
0.0,10.0,9.0,0.00905818585306406
0.0,10.0,10.0,0.010857625864446163
0.0,10.0,11.0,0.012626798823475838
0.0,10.0,12.0,0.014247184619307518
0.0,10.0,13.0,0.015597328543663025
0.0,10.0,14.0,0.01656767725944519
0.0,10.0,15.0,0.01707523688673973
0.0,10.0,16.0,0.01707523688673973
0.0,10.0,17.0,0.01656767725944519
0.0,10.0,18.0,0.015597328543663025
0.0,10.0,19.0,0.014247184619307518
0.0,10.0,20.0,0.012626798823475838
0.0,10.0,21.0,0.010857625864446163
0.0,10.0,22.0,0.00905818585306406
0.0,10.0,23.0,0.007331500295549631
0.0,10.0,24.0,0.005756514612585306
0.0,10.0,25.0,0.004384231753647327
0.0,10.0,26.0,0.003238301957026124
0.0,10.0,27.0,0.0023190162610262632
0.0,10.0,28.0,0.0016093060839921236
0.0,10.0,29.0,0.0010813126573339105
0.0,10.0,30.0,0.0007023981306701899
0.0,10.0,31.0,0.0004398707824293524
0.0,11.0,0.0,0.000514571147505194
0.0,11.0,1.0,0.0008197992574423552
0.0,11.0,2.0,0.0012603448703885078
0.0,11.0,3.0,0.0018742175307124853
0.0,11.0,4.0,0.0026993651408702135
0.0,11.0,5.0,0.0037681732792407274
0.0,11.0,6.0,0.00510049145668745
0.0,11.0,7.0,0.0066959792748093605
0.0,11.0,8.0,0.008527140133082867
0.0,11.0,9.0,0.010534674860537052
0.0,11.0,10.0,0.012626798823475838
0.0,11.0,11.0,0.014683738350868225
0.0,11.0,12.0,0.01656767725944519
0.0,11.0,13.0,0.018137425184249878
0.0,11.0,14.0,0.019265606999397278
0.0,11.0,15.0,0.019855722784996033
0.0,11.0,16.0,0.019855722784996033
0.0,11.0,17.0,0.019265606999397278
0.0,11.0,18.0,0.018137425184249878
0.0,11.0,19.0,0.01656767725944519
0.0,11.0,20.0,0.014683738350868225
0.0,11.0,21.0,0.012626798823475838
0.0,11.0,22.0,0.010534674860537052
0.0,11.0,23.0,0.008527140133082867
0.0,11.0,24.0,0.0066959792748093605
0.0,11.0,25.0,0.00510049145668745
0.0,11.0,26.0,0.0037681732792407274
0.0,11.0,27.0,0.0026993651408702135
0.0,11.0,28.0,0.0018742175307124853
0.0,11.0,29.0,0.0012603448703885078
0.0,11.0,30.0,0.0008197992574423552
0.0,11.0,31.0,0.000514571147505194
0.0,12.0,0.0,0.000582988781388849
0.0,12.0,1.0,0.0009273263858631253
0.0,12.0,2.0,0.0014243198093026876
0.0,12.0,3.0,0.002116850344464183
0.0,12.0,4.0,0.003047724487259984
0.0,12.0,5.0,0.00425348337739706
0.0,12.0,6.0,0.005756514612585306
0.0,12.0,7.0,0.007556435652077198
0.0,12.0,8.0,0.009622227400541306
0.0,12.0,9.0,0.011886992491781712
0.0,12.0,10.0,0.014247184619307518
0.0,12.0,11.0,0.01656767725944519
0.0,12.0,12.0,0.018693016842007637
0.0,12.0,13.0,0.020463895052671432
0.0,12.0,14.0,0.02173663303256035
0.0,12.0,15.0,0.022402362897992134
0.0,12.0,16.0,0.022402362897992134
0.0,12.0,17.0,0.02173663303256035
0.0,12.0,18.0,0.020463895052671432
0.0,12.0,19.0,0.018693016842007637
0.0,12.0,20.0,0.01656767725944519
0.0,12.0,21.0,0.014247184619307518
0.0,12.0,22.0,0.011886992491781712
0.0,12.0,23.0,0.009622227400541306
0.0,12.0,24.0,0.007556435652077198
0.0,12.0,25.0,0.005756514612585306
0.0,12.0,26.0,0.00425348337739706
0.0,12.0,27.0,0.003047724487259984
0.0,12.0,28.0,0.002116850344464183
0.0,12.0,29.0,0.0014243198093026876
0.0,12.0,30.0,0.0009273263858631253
0.0,12.0,31.0,0.000582988781388849
0.0,13.0,0.0,0.0006399960839189589
0.0,13.0,1.0,0.0010169206652790308
0.0,13.0,2.0,0.0015609480906277895
0.0,13.0,3.0,0.0023190162610262632
0.0,13.0,4.0,0.003337986534461379
0.0,13.0,5.0,0.004657854791730642
0.0,13.0,6.0,0.006303125061094761
0.0,13.0,7.0,0.008273383602499962
0.0,13.0,8.0,0.010534674860537052
0.0,13.0,9.0,0.013013768941164017
0.0,13.0,10.0,0.015597328543663025
0.0,13.0,11.0,0.018137425184249878
0.0,13.0,12.0,0.020463895052671432
0.0,13.0,13.0,0.022402362897992134
0.0,13.0,14.0,0.023795556277036667
0.0,13.0,15.0,0.024524280801415443
0.0,13.0,16.0,0.024524280801415443
0.0,13.0,17.0,0.023795556277036667
0.0,13.0,18.0,0.022402362897992134
0.0,13.0,19.0,0.020463895052671432
0.0,13.0,20.0,0.018137425184249878
0.0,13.0,21.0,0.015597328543663025
0.0,13.0,22.0,0.013013768941164017
0.0,13.0,23.0,0.010534674860537052
0.0,13.0,24.0,0.008273383602499962
0.0,13.0,25.0,0.006303125061094761
0.0,13.0,26.0,0.004657854791730642
0.0,13.0,27.0,0.003337986534461379
0.0,13.0,28.0,0.0023190162610262632
0.0,13.0,29.0,0.0015609480906277895
0.0,13.0,30.0,0.0010169206652790308
0.0,13.0,31.0,0.0006399960839189589
0.0,14.0,0.0,0.0006809673504903913
0.0,14.0,1.0,0.0010813126573339105
0.0,14.0,2.0,0.0016591435996815562
0.0,14.0,3.0,0.0024643149226903915
0.0,14.0,4.0,0.003546599531546235
0.0,14.0,5.0,0.004948476329445839
0.0,14.0,6.0,0.0066959792748093605
0.0,14.0,7.0,0.00878866109997034
0.0,14.0,8.0,0.011190460063517094
0.0,14.0,9.0,0.013823593966662884
0.0,14.0,10.0,0.01656767725944519
0.0,14.0,11.0,0.019265606999397278
0.0,14.0,12.0,0.02173663303256035
0.0,14.0,13.0,0.023795556277036667
0.0,14.0,14.0,0.02527530863881111
0.0,14.0,15.0,0.02604932151734829
0.0,14.0,16.0,0.02604932151734829
0.0,14.0,17.0,0.02527530863881111
0.0,14.0,18.0,0.023795556277036667
0.0,14.0,19.0,0.02173663303256035
0.0,14.0,20.0,0.019265606999397278
0.0,14.0,21.0,0.01656767725944519
0.0,14.0,22.0,0.013823593966662884
0.0,14.0,23.0,0.011190460063517094
0.0,14.0,24.0,0.00878866109997034
0.0,14.0,25.0,0.0066959792748093605
0.0,14.0,26.0,0.004948476329445839
0.0,14.0,27.0,0.003546599531546235
0.0,14.0,28.0,0.0024643149226903915
0.0,14.0,29.0,0.0016591435996815562
0.0,14.0,30.0,0.0010813126573339105
0.0,14.0,31.0,0.0006809673504903913
0.0,15.0,0.0,0.0007023981306701899
0.0,15.0,1.0,0.0011149933561682701
0.0,15.0,2.0,0.0017105063889175653
0.0,15.0,3.0,0.0025403157342225313
0.0,15.0,4.0,0.0036557181738317013
0.0,15.0,5.0,0.00510049145668745
0.0,15.0,6.0,0.006901467684656382
0.0,15.0,7.0,0.00905818585306406
0.0,15.0,8.0,0.01153347734361887
0.0,15.0,9.0,0.014247184619307518
0.0,15.0,10.0,0.01707523688673973
0.0,15.0,11.0,0.019855722784996033
0.0,15.0,12.0,0.022402362897992134
0.0,15.0,13.0,0.024524280801415443
0.0,15.0,14.0,0.02604932151734829
0.0,15.0,15.0,0.02684701606631279
0.0,15.0,16.0,0.02684701606631279
0.0,15.0,17.0,0.02604932151734829
0.0,15.0,18.0,0.024524280801415443
0.0,15.0,19.0,0.022402362897992134
0.0,15.0,20.0,0.019855722784996033
0.0,15.0,21.0,0.01707523688673973
0.0,15.0,22.0,0.014247184619307518
0.0,15.0,23.0,0.01153347734361887
0.0,15.0,24.0,0.00905818585306406
0.0,15.0,25.0,0.006901467684656382
0.0,15.0,26.0,0.00510049145668745
0.0,15.0,27.0,0.0036557181738317013
0.0,15.0,28.0,0.0025403157342225313
0.0,15.0,29.0,0.0017105063889175653
0.0,15.0,30.0,0.0011149933561682701
0.0,15.0,31.0,0.0007023981306701899
0.0,16.0,0.0,0.0007023981306701899
0.0,16.0,1.0,0.0011149933561682701
0.0,16.0,2.0,0.0017105063889175653
0.0,16.0,3.0,0.0025403157342225313
0.0,16.0,4.0,0.0036557181738317013
0.0,16.0,5.0,0.00510049145668745
0.0,16.0,6.0,0.006901467684656382
0.0,16.0,7.0,0.00905818585306406
0.0,16.0,8.0,0.01153347734361887
0.0,16.0,9.0,0.014247184619307518
0.0,16.0,10.0,0.01707523688673973
0.0,16.0,11.0,0.019855722784996033
0.0,16.0,12.0,0.022402362897992134
0.0,16.0,13.0,0.024524280801415443
0.0,16.0,14.0,0.02604932151734829
0.0,16.0,15.0,0.02684701606631279
0.0,16.0,16.0,0.02684701606631279
0.0,16.0,17.0,0.02604932151734829
0.0,16.0,18.0,0.024524280801415443
0.0,16.0,19.0,0.022402362897992134
0.0,16.0,20.0,0.019855722784996033
0.0,16.0,21.0,0.01707523688673973
0.0,16.0,22.0,0.014247184619307518
0.0,16.0,23.0,0.01153347734361887
0.0,16.0,24.0,0.00905818585306406
0.0,16.0,25.0,0.006901467684656382
0.0,16.0,26.0,0.00510049145668745
0.0,16.0,27.0,0.0036557181738317013
0.0,16.0,28.0,0.0025403157342225313
0.0,16.0,29.0,0.0017105063889175653
0.0,16.0,30.0,0.0011149933561682701
0.0,16.0,31.0,0.0007023981306701899
0.0,17.0,0.0,0.0006809673504903913
0.0,17.0,1.0,0.0010813126573339105
0.0,17.0,2.0,0.0016591435996815562
0.0,17.0,3.0,0.0024643149226903915
0.0,17.0,4.0,0.003546599531546235
0.0,17.0,5.0,0.004948476329445839
0.0,17.0,6.0,0.0066959792748093605
0.0,17.0,7.0,0.00878866109997034
0.0,17.0,8.0,0.011190460063517094
0.0,17.0,9.0,0.013823593966662884
0.0,17.0,10.0,0.01656767725944519
0.0,17.0,11.0,0.019265606999397278
0.0,17.0,12.0,0.02173663303256035
0.0,17.0,13.0,0.023795556277036667
0.0,17.0,14.0,0.02527530863881111
0.0,17.0,15.0,0.02604932151734829
0.0,17.0,16.0,0.02604932151734829
0.0,17.0,17.0,0.02527530863881111
0.0,17.0,18.0,0.023795556277036667
0.0,17.0,19.0,0.02173663303256035
0.0,17.0,20.0,0.019265606999397278
0.0,17.0,21.0,0.01656767725944519
0.0,17.0,22.0,0.013823593966662884
0.0,17.0,23.0,0.011190460063517094
0.0,17.0,24.0,0.00878866109997034
0.0,17.0,25.0,0.0066959792748093605
0.0,17.0,26.0,0.004948476329445839
0.0,17.0,27.0,0.003546599531546235
0.0,17.0,28.0,0.0024643149226903915
0.0,17.0,29.0,0.0016591435996815562
0.0,17.0,30.0,0.0010813126573339105
0.0,17.0,31.0,0.0006809673504903913
0.0,18.0,0.0,0.0006399960839189589
0.0,18.0,1.0,0.0010169206652790308
0.0,18.0,2.0,0.0015609480906277895
0.0,18.0,3.0,0.0023190162610262632
0.0,18.0,4.0,0.003337986534461379
0.0,18.0,5.0,0.004657854791730642
0.0,18.0,6.0,0.006303125061094761
0.0,18.0,7.0,0.008273383602499962
0.0,18.0,8.0,0.010534674860537052
0.0,18.0,9.0,0.013013768941164017
0.0,18.0,10.0,0.015597328543663025
0.0,18.0,11.0,0.018137425184249878
0.0,18.0,12.0,0.020463895052671432
0.0,18.0,13.0,0.022402362897992134
0.0,18.0,14.0,0.023795556277036667
0.0,18.0,15.0,0.024524280801415443
0.0,18.0,16.0,0.024524280801415443
0.0,18.0,17.0,0.023795556277036667
0.0,18.0,18.0,0.022402362897992134
0.0,18.0,19.0,0.020463895052671432
0.0,18.0,20.0,0.018137425184249878
0.0,18.0,21.0,0.015597328543663025
0.0,18.0,22.0,0.013013768941164017
0.0,18.0,23.0,0.010534674860537052
0.0,18.0,24.0,0.008273383602499962
0.0,18.0,25.0,0.006303125061094761
0.0,18.0,26.0,0.004657854791730642
0.0,18.0,27.0,0.003337986534461379
0.0,18.0,28.0,0.0023190162610262632
0.0,18.0,29.0,0.0015609480906277895
0.0,18.0,30.0,0.0010169206652790308
0.0,18.0,31.0,0.0006399960839189589
0.0,19.0,0.0,0.000582988781388849
0.0,19.0,1.0,0.0009273263858631253
0.0,19.0,2.0,0.0014243198093026876
0.0,19.0,3.0,0.002116850344464183
0.0,19.0,4.0,0.003047724487259984
0.0,19.0,5.0,0.00425348337739706
0.0,19.0,6.0,0.005756514612585306
0.0,19.0,7.0,0.007556435652077198
0.0,19.0,8.0,0.009622227400541306
0.0,19.0,9.0,0.011886992491781712
0.0,19.0,10.0,0.014247184619307518
0.0,19.0,11.0,0.01656767725944519
0.0,19.0,12.0,0.018693016842007637
0.0,19.0,13.0,0.020463895052671432
0.0,19.0,14.0,0.02173663303256035
0.0,19.0,15.0,0.022402362897992134
0.0,19.0,16.0,0.022402362897992134
0.0,19.0,17.0,0.02173663303256035
0.0,19.0,18.0,0.020463895052671432
0.0,19.0,19.0,0.018693016842007637
0.0,19.0,20.0,0.01656767725944519
0.0,19.0,21.0,0.014247184619307518
0.0,19.0,22.0,0.011886992491781712
0.0,19.0,23.0,0.009622227400541306
0.0,19.0,24.0,0.007556435652077198
0.0,19.0,25.0,0.005756514612585306
0.0,19.0,26.0,0.00425348337739706
0.0,19.0,27.0,0.003047724487259984
0.0,19.0,28.0,0.002116850344464183
0.0,19.0,29.0,0.0014243198093026876
0.0,19.0,30.0,0.0009273263858631253
0.0,19.0,31.0,0.000582988781388849
0.0,20.0,0.0,0.000514571147505194
0.0,20.0,1.0,0.0008197992574423552
0.0,20.0,2.0,0.0012603448703885078
0.0,20.0,3.0,0.0018742175307124853
0.0,20.0,4.0,0.0026993651408702135
0.0,20.0,5.0,0.0037681732792407274
0.0,20.0,6.0,0.00510049145668745
0.0,20.0,7.0,0.0066959792748093605
0.0,20.0,8.0,0.008527140133082867
